dataset,pn,Lpn,ps,Lps,dn,Ldn,ds,Lds,model,#param,lnL,alpha,alpha_down,alpha_up,omegaA,omegaA_down,omegaA_up,prop_subst_sdel,prop_subst_wdel,prop_subst_wadv,prop_subst_sadv,Neutral:f0,Neutral:syno_orientation_error,GammaZero:negGmean,GammaZero:negGshape,GammaZero:syno_orientation_error,GammaExpo:negGmean,GammaExpo:negGshape,GammaExpo:posGmean,GammaExpo:pos_prop,GammaExpo:syno_orientation_error,GammaGamma:negGmean,GammaGamma:negGshape,GammaGamma:posGmean,GammaGamma:posGshape,GammaGamma:pos_prop,GammaGamma:syno_orientation_error,DisplGamma:negGmean,DisplGamma:negGshape,DisplGamma:s0,DisplGamma:syno_orientation_error,ScaledBeta:Ba,ScaledBeta:Bb,ScaledBeta:med_prop,ScaledBeta:syno_orientation_error,FGMBesselK:BKm,FGMBesselK:BKnsz2,FGMBesselK:BKsigma,FGMBesselK:BKscale,FGMBesselK:syno_orientation_error,theta,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,obs_specS1,obs_specS2,obs_specS3,obs_specS4,obs_specS5,obs_specS6,obs_specS7,obs_specS8,obs_specS9,obs_specS10,obs_specS11,obs_specS12,obs_specS13,obs_specS14,obs_specS15,obs_specS16,obs_specS17,obs_specS18,obs_specS19,exp_specS1,exp_specS2,exp_specS3,exp_specS4,exp_specS5,exp_specS6,exp_specS7,exp_specS8,exp_specS9,exp_specS10,exp_specS11,exp_specS12,exp_specS13,exp_specS14,exp_specS15,exp_specS16,exp_specS17,exp_specS18,exp_specS19,obs_specN1,obs_specN2,obs_specN3,obs_specN4,obs_specN5,obs_specN6,obs_specN7,obs_specN8,obs_specN9,obs_specN10,obs_specN11,obs_specN12,obs_specN13,obs_specN14,obs_specN15,obs_specN16,obs_specN17,obs_specN18,obs_specN19,exp_specN1,exp_specN2,exp_specN3,exp_specN4,exp_specN5,exp_specN6,exp_specN7,exp_specN8,exp_specN9,exp_specN10,exp_specN11,exp_specN12,exp_specN13,exp_specN14,exp_specN15,exp_specN16,exp_specN17,exp_specN18,exp_specN19,obs_dS,exp_dS,obs_dN,exp_dN
all,466.0000,561375.0000,1771.0000,187125.0000,469.0000,561375.0000,3616.0000,187125.0000,Neutral,22,-214.0592,-1.0287,NA, NA,-0.0445,NA,NA,NA,NA,NA,NA,0.039143,0.0080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.0000,246.0000,144.0000,150.0000,93.0000,96.0000,71.0000,63.0000,62.0000,42.0000,41.0000,45.0000,45.0000,37.0000,37.0000,25.0000,20.0000,22.0000,23.0000,638.9809,277.1271,157.0975,157.0975,100.6130,101.4956,67.9579,66.1928,64.4276,44.1285,43.2459,45.0111,42.3634,37.9505,37.0680,27.3597,20.2991,22.9468,22.9468,215.0000,68.0000,34.0000,28.0000,21.0000,19.0000,6.0000,12.0000,11.0000,8.0000,8.0000,6.0000,3.0000,6.0000,5.0000,6.0000,3.0000,4.0000,3.0000,85.0191,36.8729,20.9025,20.9025,13.3870,13.5044,9.0421,8.8072,8.5724,5.8715,5.7541,5.9889,5.6366,5.0495,4.9320,3.6403,2.7009,3.0532,3.0532,3616.0000,3605.2995,469.0000,479.7005
all,466.0000,561375.0000,1771.0000,187125.0000,469.0000,561375.0000,3616.0000,187125.0000,GammaExpo,25,-110.3004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0039,0.6462,0.3499,0.0000,NA,NA,NA,NA,NA,2124.220249,0.447993,0.000352,0.020808,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002727,0.960463,0.848551,1.154736,0.936688,1.144618,0.900583,1.008275,1.109294,0.847588,0.916844,1.044147,1.067451,1.032265,1.082595,0.853990,0.674407,0.808545,0.854761,509.0000,246.0000,144.0000,150.0000,93.0000,96.0000,71.0000,63.0000,62.0000,42.0000,41.0000,45.0000,45.0000,37.0000,37.0000,25.0000,20.0000,22.0000,23.0000,510.2912,245.0580,144.3361,147.3129,95.5967,97.3481,65.6514,64.3142,62.8959,43.2517,42.5325,44.4016,41.9008,37.6254,36.8292,27.2365,20.2438,22.9218,22.9567,215.0000,68.0000,34.0000,28.0000,21.0000,19.0000,6.0000,12.0000,11.0000,8.0000,8.0000,6.0000,3.0000,6.0000,5.0000,6.0000,3.0000,4.0000,3.0000,213.7088,68.9420,33.6639,30.6871,18.4033,17.6519,11.3486,10.6858,10.1041,6.7483,6.4675,6.5984,6.0992,5.3746,5.1708,3.7635,2.7562,3.0782,3.0433,3616.0000,3614.6478,469.0000,470.3522
all,466.0000,561375.0000,1771.0000,187125.0000,469.0000,561375.0000,3616.0000,187125.0000,Saturated,40,-105.6975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.0000,246.0000,144.0000,150.0000,93.0000,96.0000,71.0000,63.0000,62.0000,42.0000,41.0000,45.0000,45.0000,37.0000,37.0000,25.0000,20.0000,22.0000,23.0000,509.0000,246.0000,144.0000,150.0000,93.0000,96.0000,71.0000,63.0000,62.0000,42.0000,41.0000,45.0000,45.0000,37.0000,37.0000,25.0000,20.0000,22.0000,23.0000,215.0000,68.0000,34.0000,28.0000,21.0000,19.0000,6.0000,12.0000,11.0000,8.0000,8.0000,6.0000,3.0000,6.0000,5.0000,6.0000,3.0000,4.0000,3.0000,215.0000,68.0000,34.0000,28.0000,21.0000,19.0000,6.0000,12.0000,11.0000,8.0000,8.0000,6.0000,3.0000,6.0000,5.0000,6.0000,3.0000,4.0000,3.0000,3616.0000,3616.0000,469.0000,469.0000
