dataset,pn,Lpn,ps,Lps,dn,Ldn,ds,Lds,model,#param,lnL,alpha,alpha_down,alpha_up,omegaA,omegaA_down,omegaA_up,prop_subst_sdel,prop_subst_wdel,prop_subst_wadv,prop_subst_sadv,Neutral:f0,Neutral:syno_orientation_error,GammaZero:negGmean,GammaZero:negGshape,GammaZero:syno_orientation_error,GammaExpo:negGmean,GammaExpo:negGshape,GammaExpo:posGmean,GammaExpo:pos_prop,GammaExpo:syno_orientation_error,GammaGamma:negGmean,GammaGamma:negGshape,GammaGamma:posGmean,GammaGamma:posGshape,GammaGamma:pos_prop,GammaGamma:syno_orientation_error,DisplGamma:negGmean,DisplGamma:negGshape,DisplGamma:s0,DisplGamma:syno_orientation_error,ScaledBeta:Ba,ScaledBeta:Bb,ScaledBeta:med_prop,ScaledBeta:syno_orientation_error,FGMBesselK:BKm,FGMBesselK:BKnsz2,FGMBesselK:BKsigma,FGMBesselK:BKscale,FGMBesselK:syno_orientation_error,theta,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,obs_specS1,obs_specS2,obs_specS3,obs_specS4,obs_specS5,obs_specS6,obs_specS7,obs_specS8,obs_specS9,obs_specS10,obs_specS11,obs_specS12,obs_specS13,obs_specS14,obs_specS15,obs_specS16,obs_specS17,obs_specS18,obs_specS19,exp_specS1,exp_specS2,exp_specS3,exp_specS4,exp_specS5,exp_specS6,exp_specS7,exp_specS8,exp_specS9,exp_specS10,exp_specS11,exp_specS12,exp_specS13,exp_specS14,exp_specS15,exp_specS16,exp_specS17,exp_specS18,exp_specS19,obs_specN1,obs_specN2,obs_specN3,obs_specN4,obs_specN5,obs_specN6,obs_specN7,obs_specN8,obs_specN9,obs_specN10,obs_specN11,obs_specN12,obs_specN13,obs_specN14,obs_specN15,obs_specN16,obs_specN17,obs_specN18,obs_specN19,exp_specN1,exp_specN2,exp_specN3,exp_specN4,exp_specN5,exp_specN6,exp_specN7,exp_specN8,exp_specN9,exp_specN10,exp_specN11,exp_specN12,exp_specN13,exp_specN14,exp_specN15,exp_specN16,exp_specN17,exp_specN18,exp_specN19,obs_dS,exp_dS,obs_dN,exp_dN
all,807.0000,561375.0000,4381.0000,187125.0000,311.0000,561375.0000,2576.0000,187125.0000,Neutral,22,-206.6496,-0.5258,NA, NA,-0.0212,NA,NA,NA,NA,NA,NA,0.037286,0.0190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043.0000,497.0000,350.0000,299.0000,214.0000,200.0000,163.0000,177.0000,153.0000,183.0000,151.0000,122.0000,102.0000,145.0000,106.0000,143.0000,100.0000,112.0000,121.0000,1188.3355,525.7807,368.5794,315.2908,218.4832,206.9373,170.5235,182.9575,155.4250,181.1812,148.3199,123.4519,104.8009,148.3199,104.8009,139.4385,100.3602,109.2416,115.4586,295.0000,95.0000,65.0000,56.0000,32.0000,33.0000,29.0000,29.0000,22.0000,21.0000,16.0000,17.0000,16.0000,22.0000,12.0000,14.0000,13.0000,11.0000,9.0000,149.6645,66.2193,46.4206,39.7092,27.5168,26.0627,21.4765,23.0425,19.5750,22.8188,18.6801,15.5481,13.1991,18.6801,13.1991,17.5615,12.6398,13.7584,14.5414,2576.0000,2564.0691,311.0000,322.9309
all,807.0000,561375.0000,4381.0000,187125.0000,311.0000,561375.0000,2576.0000,187125.0000,GammaExpo,25,-127.3521,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0023,0.4157,0.5819,0.0002,NA,NA,NA,NA,NA,12007.507927,0.416935,0.002601,0.023953,0.032088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005753,0.936488,1.004411,1.156471,1.006828,1.147344,1.104059,1.353234,1.291171,1.667518,1.495069,1.349238,1.230370,1.853189,1.379388,1.908243,1.399380,1.489128,1.348865,1043.0000,497.0000,350.0000,299.0000,214.0000,200.0000,163.0000,177.0000,153.0000,183.0000,151.0000,122.0000,102.0000,145.0000,106.0000,143.0000,100.0000,112.0000,121.0000,1043.7580,489.6794,350.8861,303.7401,212.1295,202.0749,167.2712,180.1439,153.5349,179.5054,147.3539,122.9778,104.6847,148.5912,105.3455,140.7461,101.8815,111.9181,120.5636,295.0000,95.0000,65.0000,56.0000,32.0000,33.0000,29.0000,29.0000,22.0000,21.0000,16.0000,17.0000,16.0000,22.0000,12.0000,14.0000,13.0000,11.0000,9.0000,294.2420,102.3206,64.1139,51.2599,33.8705,30.9251,24.7288,25.8561,21.4651,24.4946,19.6461,16.0222,13.3153,18.4088,12.6545,16.2539,11.1185,11.0819,9.4364,2576.0000,2571.0151,311.0000,315.9849
all,807.0000,561375.0000,4381.0000,187125.0000,311.0000,561375.0000,2576.0000,187125.0000,Saturated,40,-124.1854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043.0000,497.0000,350.0000,299.0000,214.0000,200.0000,163.0000,177.0000,153.0000,183.0000,151.0000,122.0000,102.0000,145.0000,106.0000,143.0000,100.0000,112.0000,121.0000,1043.0000,497.0000,350.0000,299.0000,214.0000,200.0000,163.0000,177.0000,153.0000,183.0000,151.0000,122.0000,102.0000,145.0000,106.0000,143.0000,100.0000,112.0000,121.0000,295.0000,95.0000,65.0000,56.0000,32.0000,33.0000,29.0000,29.0000,22.0000,21.0000,16.0000,17.0000,16.0000,22.0000,12.0000,14.0000,13.0000,11.0000,9.0000,295.0000,95.0000,65.0000,56.0000,32.0000,33.0000,29.0000,29.0000,22.0000,21.0000,16.0000,17.0000,16.0000,22.0000,12.0000,14.0000,13.0000,11.0000,9.0000,2576.0000,2576.0000,311.0000,311.0000
