SelectedSNPs,NeutralSNPs,SelectedSubstitutions,NeutralSubstitutions,SelectedSites,NeutralSites,dNdS,OmegaA.simulated,OmegaNA.simulated,Alpha.simulated,dataset,pn,Lpn,ps,Lps,dn,Ldn,ds,Lds,model,X.param,lnL,Alpha.inferred,alpha_down,alpha_up,OmegaA.inferred,omegaA_down,omegaA_up,prop_subst_sdel,prop_subst_wdel,prop_subst_wadv,prop_subst_sadv,Neutral.f0,Neutral.syno_orientation_error,GammaZero.negGmean,GammaZero.negGshape,GammaZero.syno_orientation_error,GammaExpo.negGmean,GammaExpo.negGshape,GammaExpo.posGmean,GammaExpo.pos_prop,GammaExpo.syno_orientation_error,GammaGamma.negGmean,GammaGamma.negGshape,GammaGamma.posGmean,GammaGamma.posGshape,GammaGamma.pos_prop,GammaGamma.syno_orientation_error,DisplGamma.negGmean,DisplGamma.negGshape,DisplGamma.s0,DisplGamma.syno_orientation_error,ScaledBeta.Ba,ScaledBeta.Bb,ScaledBeta.med_prop,ScaledBeta.syno_orientation_error,FGMBesselK.BKm,FGMBesselK.BKnsz2,FGMBesselK.BKsigma,FGMBesselK.BKscale,FGMBesselK.syno_orientation_error,theta,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,obs_specS1,obs_specS2,obs_specS3,obs_specS4,obs_specS5,obs_specS6,obs_specS7,obs_specS8,obs_specS9,obs_specS10,obs_specS11,obs_specS12,obs_specS13,obs_specS14,obs_specS15,obs_specS16,obs_specS17,obs_specS18,obs_specS19,exp_specS1,exp_specS2,exp_specS3,exp_specS4,exp_specS5,exp_specS6,exp_specS7,exp_specS8,exp_specS9,exp_specS10,exp_specS11,exp_specS12,exp_specS13,exp_specS14,exp_specS15,exp_specS16,exp_specS17,exp_specS18,exp_specS19,obs_specN1,obs_specN2,obs_specN3,obs_specN4,obs_specN5,obs_specN6,obs_specN7,obs_specN8,obs_specN9,obs_specN10,obs_specN11,obs_specN12,obs_specN13,obs_specN14,obs_specN15,obs_specN16,obs_specN17,obs_specN18,obs_specN19,exp_specN1,exp_specN2,exp_specN3,exp_specN4,exp_specN5,exp_specN6,exp_specN7,exp_specN8,exp_specN9,exp_specN10,exp_specN11,exp_specN12,exp_specN13,exp_specN14,exp_specN15,exp_specN16,exp_specN17,exp_specN18,exp_specN19,obs_dS,exp_dS,obs_dN,exp_dN,Alpha.basic,Alpha.FWW,OmegaA.basic,OmegaA.FWW,OmegaNA.basic,OmegaNA.FWW,OmegaNA.inferred,Scenario,PropPosSel,Replicate,AlphaCategory,NewPopSize,PropAdmixt,omegaA,omegaNA,alpha,MergeTime
406,1619,640,3672,561375,187125,0.0580973,0.0124365,0.0456609,0.214062,all,406,561375,1619,187125,640,561375,3672,187125,GammaExpo,25,-113.9568,0,0,0.0000,0,0,0,0.0015,0.2293,0.7692,0,NA,NA,NA,NA,NA,7109.958265,0.468375,0.107205,0.042764,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00264,1.043638,0.982515,0.869177,0.874883,0.750418,0.878442,0.938545,0.552034,0.785087,1.05282,0.821356,1.002042,0.792043,0.900723,0.769115,0.817646,0.989905,0.686008,494,259,158,108,88,63,62,62,30,43,46,31,34,27,26,23,23,28,14,493.9179,257.7357,161.7606,107.3255,86.424,61.7742,61.9826,57.9456,30.2955,38.7768,47.2734,33.8069,38.0713,27.9432,29.6589,23.7425,23.7559,27.1629,17.8333,160,63,40,22,16,11,12,7,6,3,10,9,11,6,9,5,5,4,7,160.0821,64.2643,36.2394,22.6745,17.576,12.2258,12.0174,11.0544,5.7045,7.2232,8.7266,6.1931,6.9287,5.0568,5.3411,4.2575,4.2441,4.8371,3.1667,3672,3663.3645,640,648.6355,-0.438805,-0.212428,-0.0254934,-0.0123415,0.0835907,0.0704388,0.0588808,Exponential,1e-04,9,4,5000,NA,NA,NA,NA,NA
408,1508,644,3676,561375,187125,0.0583968,0.0122416,0.0461552,0.209627,all,408,561375,1508,187125,644,561375,3676,187125,GammaExpo,25,-109.6073,0.0781,0,0.0000,0.0046,0,0,0.0027,0.6279,0.2913,0.0781,NA,NA,NA,NA,NA,5917.93417,0.357208,1.909599,0.00896,0.00906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002612,0.923917,0.837436,0.824817,1.127618,0.857112,0.702392,0.583406,0.626604,0.69722,0.690584,0.543841,0.746631,0.680283,1.114086,0.74053,0.776704,0.831455,0.641941,489,225,136,94,104,67,51,39,34,33,34,24,26,25,38,25,22,22,20,484.6147,223.9915,135.431,100.1098,109.5724,69.466,48.843,35.5392,33.9762,34.0808,30.7494,22.2533,28.2919,24.039,36.9629,23.2385,23.2772,24.2155,19.2083,185,62,32,28,28,16,7,3,6,7,2,2,7,3,5,2,5,6,2,189.3853,63.0085,32.569,21.8902,22.4276,13.534,9.157,6.4608,6.0238,5.9192,5.2506,3.7467,4.7081,3.961,6.0371,3.7615,3.7228,3.7845,2.7917,3676,3677.0889,644,642.9111,-0.54436,-0.157431,-0.0317889,-0.00919345,0.0901857,0.0675903,0.0537435,Exponential,1e-04,10,4,5000,NA,NA,NA,NA,NA
331,976,1778,3731,561375,187125,0.158849,0.0980077,0.0608416,0.616985,all,331,561375,976,187125,1778,561375,3731,187125,GammaExpo,25,-102.5608,0.7028,0,0.0000,0.1115,0,0,0.0012,0.1832,0.1128,0.7028,NA,NA,NA,NA,NA,1194.338964,0.484094,8.347181,0.015139,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002002,0.823701,0.661147,0.519776,0.647163,0.703311,0.513534,0.445969,0.522494,0.625145,0.490455,0.453459,0.604107,0.307832,1.111693,0.379186,0.288427,0.709808,0.765444,379,146,80,50,51,48,25,19,20,25,19,14,19,9,30,6,7,14,15,374.5809,154.2712,82.551,48.6745,48.4829,43.9078,27.48,20.8815,21.7463,23.4167,16.7014,14.1548,17.4067,8.2363,27.7613,8.8772,6.3552,14.7711,15.0906,177,57,24,10,8,5,8,6,6,3,1,3,2,1,4,5,1,5,5,181.4191,48.7288,21.449,11.3255,10.5171,9.0922,5.52,4.1185,4.2537,4.5833,3.2986,2.8452,3.5933,1.7637,6.2387,2.1228,1.6448,4.2289,4.9094,3731,3732.6733,1778,1776.3267,0.288341,0.548676,0.0458028,0.0871567,0.113046,0.0716925,0.047169,Exponential,0.001,1,5,5000,NA,NA,NA,NA,NA
329,992,1748,3526,561375,187125,0.165249,0.105597,0.0596521,0.639016,all,329,561375,992,187125,1748,561375,3526,187125,GammaExpo,25,-100.8219,0.6855,0,0.0000,0.1133,0,0,0.001,0.1824,0.131,0.6855,NA,NA,NA,NA,NA,2268.747107,0.433434,7.609066,0.017251,0.099999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002027,0.917029,0.950004,0.646124,0.753765,0.561096,0.682816,0.629516,0.459648,0.48068,0.541551,0.425504,0.682225,0.433396,0.466516,0.352254,0.256922,0.360423,0.334274,346,155,106,59,57,35,32,32,18,17,16,16,23,13,14,12,9,13,19,343.4121,158.4766,110.2353,56.6811,53.3756,33.4482,35.2959,28.8558,19.0219,18.2346,19.0911,14.1238,21.6142,13.3092,14.1578,10.8572,8.4085,13.6725,18.6871,163,56,35,12,9,6,11,3,5,5,7,1,3,3,3,1,1,3,2,165.5879,52.5234,30.7647,14.3189,12.6244,7.5518,7.7041,6.1442,3.9781,3.7654,3.9089,2.8762,4.3858,2.6908,2.8422,2.1428,1.5915,2.3275,2.3129,3526,3526.0616,1748,1747.9384,0.331002,0.54809,0.0546976,0.0905711,0.110551,0.0746775,0.0519659,Exponential,0.001,2,5,5000,NA,NA,NA,NA,NA
327,931,1843,3670,561375,187125,0.167393,0.104178,0.0632153,0.622355,all,327,561375,931,187125,1843,561375,3670,187125,GammaExpo,25,-100.1225,0.596,0,0.0000,0.0999,0,0,0.001,0.2475,0.1555,0.596,NA,NA,NA,NA,NA,6655.304491,0.334624,6.453958,0.018844,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002028,0.806833,0.672301,0.65388,0.449057,0.617644,0.383694,0.388601,0.380287,0.591003,0.46334,0.503685,0.38006,0.348479,0.493464,0.390273,0.374473,0.565457,0.327059,383,153,76,64,35,44,22,18,16,22,16,15,12,8,12,9,6,14,6,379.53,153.1087,85.0528,62.0418,34.0861,39.0691,20.8033,18.4357,16.0367,22.4303,15.9865,15.9303,11.0957,9.447,12.4856,9.2575,8.3602,11.9227,6.5331,163,51,34,15,8,5,4,5,4,6,4,5,2,4,4,3,5,2,3,166.47,50.8913,24.9472,16.9582,8.9139,9.9309,5.1967,4.5643,3.9633,5.5697,4.0135,4.0697,2.9043,2.553,3.5144,2.7425,2.6398,4.0773,2.4669,3670,3667.8672,1843,1845.1328,0.300579,0.430332,0.0503149,0.0720346,0.117078,0.0953586,0.0677044,Exponential,0.001,3,5,5000,NA,NA,NA,NA,NA
310,824,1744,3698,561375,187125,0.157202,0.0966288,0.0605733,0.614679,all,310,561375,824,187125,1744,561375,3698,187125,GammaExpo,25,-101.0259,0.2694,0,0.0000,0.0425,0,0,5e-04,0.023,0.7071,0.2694,NA,NA,NA,NA,NA,535.81697,0.950742,2.176915,0.058514,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001885,0.812429,0.738999,0.611079,0.531131,0.401999,0.463373,0.335423,0.411951,0.336252,0.649742,0.22953,0.346855,0.302741,0.446537,0.497647,0.474912,0.584624,0.319044,320,126,86,51,34,23,21,14,18,12,20,7,7,9,10,12,17,22,15,319.3752,130.5729,79.7489,49.8546,34.978,22.2867,22.276,14.299,15.8548,11.8629,21.302,7.0856,10.2199,8.6462,12.603,14.265,14.4551,20.6254,16.5875,167,47,16,12,10,5,7,4,2,3,7,2,6,2,6,6,1,3,4,167.6248,42.4271,22.2511,13.1454,9.022,5.7133,5.724,3.701,4.1452,3.1371,5.698,1.9144,2.7801,2.3538,3.397,3.735,3.5449,4.3746,2.4125,3698,3693.8103,1744,1748.1897,0.202272,0.461482,0.0317976,0.072546,0.125405,0.0846561,0.115123,Exponential,0.001,4,5,5000,NA,NA,NA,NA,NA
336,967,1851,3683,561375,187125,0.167526,0.0995565,0.06797,0.594273,all,336,561375,967,187125,1851,561375,3683,187125,GammaExpo,25,-101.1192,0.6561,0,0.0000,0.1099,0,0,0.0011,0.2104,0.1324,0.6561,NA,NA,NA,NA,NA,2504.181713,0.405027,7.391423,0.017359,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002017,0.911615,0.690234,0.599672,0.512382,0.528839,0.589395,0.41549,0.448296,0.562725,0.356408,0.43916,0.61264,0.327646,0.411128,0.533301,0.627408,0.433508,0.629747,380,170,87,52,40,31,33,22,21,22,10,15,20,6,10,13,13,10,12,377.3431,171.9958,86.8183,56.5705,38.6688,33.2589,31.772,19.5978,18.7957,21.234,12.2262,13.8095,17.7827,8.8311,10.3424,12.5773,13.9264,9.0878,12.5069,171,58,24,19,8,10,6,2,2,4,5,2,2,5,3,3,5,2,5,173.6569,56.0042,24.1817,14.4295,9.3312,7.7411,7.228,4.4022,4.2043,4.766,2.7738,3.1905,4.2173,2.1689,2.6576,3.4227,4.0736,2.9122,4.4931,3683,3683.599,1851,1850.401,0.308634,0.489444,0.0517043,0.0819949,0.115822,0.0855316,0.0575972,Exponential,0.001,5,5,5000,NA,NA,NA,NA,NA
368,984,1744,3610,561375,187125,0.161034,0.0977839,0.0632502,0.607225,all,368,561375,984,187125,1744,561375,3610,187125,GammaExpo,25,-107.1251,0.1724,0,0.0000,0.0278,0,0,6e-04,0.1299,0.6971,0.1724,NA,NA,NA,NA,NA,18961.132968,0.367142,1.855773,0.05949,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002262,0.716491,0.695325,0.536554,0.600937,0.681537,0.537773,0.562398,0.393506,0.536633,0.481319,0.347842,0.493844,0.488881,0.339255,0.292463,0.280401,0.326737,0.277759,382,144,87,50,49,44,31,32,18,23,14,11,18,17,12,12,13,10,17,383.1395,138.1447,90.017,52.5142,47.4764,45.328,31.0142,28.7616,18.1686,22.7122,18.9308,12.8817,17.456,16.75,11.4868,10.0572,10.2387,13.8287,17.3243,169,45,34,20,14,16,10,6,6,7,11,6,5,5,3,1,0,7,3,167.8605,50.8553,30.983,17.4858,15.5236,14.672,9.9858,9.2384,5.8314,7.2878,6.0692,4.1183,5.544,5.25,3.5132,2.9428,2.7613,3.1713,2.6757,3610,3609.4413,1744,1744.5587,0.225871,0.303989,0.0363729,0.0489527,0.124661,0.112082,0.133317,Exponential,0.001,6,5,5000,NA,NA,NA,NA,NA
304,934,1817,3710,561375,187125,0.163252,0.0990117,0.0642408,0.606494,all,304,561375,934,187125,1817,561375,3710,187125,GammaExpo,25,-97.4735,0.6299,0,0.0000,0.1027,0,0,9e-04,0.2336,0.1355,0.6299,NA,NA,NA,NA,NA,8079.261837,0.337475,7.144765,0.016946,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002062,0.738509,0.600397,0.605172,0.512264,0.327973,0.339602,0.354953,0.646708,0.464513,0.509857,0.327533,0.325928,0.46491,0.678948,0.357976,0.476825,0.530119,1.415819,391,138,80,55,36,21,20,16,27,19,19,11,11,12,18,10,12,11,27,385.8428,142.4742,77.2196,58.3753,39.5306,21.091,18.719,17.1195,27.7253,17.9229,17.8841,10.5313,9.6736,12.813,17.4645,8.6326,10.8223,11.3635,28.7518,151,48,18,18,13,5,3,5,7,3,3,2,1,4,4,1,2,4,12,156.1572,43.5258,20.7804,14.6247,9.4694,4.909,4.281,3.8805,6.2747,4.0771,4.1159,2.4687,2.3264,3.187,4.5355,2.3674,3.1777,3.6365,10.2482,3710,3711.6951,1817,1815.3049,0.335422,0.470637,0.0547585,0.0768327,0.108494,0.0864198,0.0603598,Exponential,0.001,7,5,5000,NA,NA,NA,NA,NA
292,1009,1783,3768,561375,187125,0.157732,0.0965145,0.0612173,0.61189,all,292,561375,1009,187125,1783,561375,3768,187125,GammaExpo,25,-98.6489,0.2274,0,0.0000,0.0359,0,0,0,0,0.7726,0.2274,NA,NA,NA,NA,NA,358.585577,99.999346,1.975238,0.06419,0.05728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002314,0.779955,0.774528,0.693079,0.536266,0.486259,0.413906,0.316374,0.250636,0.475041,0.315759,0.379443,0.490081,0.419014,0.408248,0.341018,0.240616,0.225401,0.251597,409,163,108,67,46,34,25,16,14,19,12,16,18,11,13,11,6,9,12,409.5026,160.2624,106.5168,71.8026,44.6671,33.9431,24.9261,16.7968,11.9328,20.5692,12.5876,14.0837,17.1249,13.9492,13.1348,10.8147,7.7669,7.9068,11.6455,149,33,22,21,9,8,6,5,1,7,4,2,4,7,4,3,4,1,2,148.4974,35.7376,23.4832,16.1974,10.3329,8.0569,6.0739,4.2032,3.0672,5.4308,3.4124,3.9163,4.8751,4.0508,3.8652,3.1853,2.2331,2.0932,2.3545,3768,3767.6817,1783,1783.3183,0.388423,0.46805,0.0612666,0.0738264,0.0964651,0.0839054,0.121884,Exponential,0.001,8,5,5000,NA,NA,NA,NA,NA
292,933,1783,3712,561375,187125,0.160111,0.0948276,0.0652838,0.59226,all,292,561375,933,187125,1783,561375,3712,187125,GammaExpo,25,-100.3018,0.4978,0,0.0000,0.0797,0,0,7e-04,0.1734,0.3281,0.4978,NA,NA,NA,NA,NA,15911.692982,0.345744,4.016429,0.030538,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001987,0.994192,0.72696,0.624259,0.652817,0.519228,0.489789,0.785159,0.415371,0.625849,0.67333,0.419063,0.206583,0.613056,0.216206,0.267415,0.330935,0.449383,0.192459,336,180,75,50,47,29,25,32,19,22,24,14,7,17,7,9,10,19,11,336.6448,168.4258,82.6917,53.6838,45.3164,30.3424,24.8191,35.2811,16.8508,23.2738,23.269,13.6359,6.416,18.4555,6.4321,8.0799,10.6175,16.7114,10.5472,134,41,31,18,10,9,6,12,2,7,5,3,1,6,1,1,3,1,1,133.3552,52.5742,23.3083,14.3162,11.6836,7.6576,6.1809,8.7189,4.1492,5.7262,5.731,3.3641,1.584,4.5445,1.5679,1.9201,2.3825,3.2886,1.4528,3712,3711.5662,1783,1783.4338,0.348435,0.415874,0.0557884,0.0665862,0.104323,0.0935252,0.0804294,Exponential,0.001,9,5,5000,NA,NA,NA,NA,NA
306,942,1808,3698,561375,187125,0.162971,0.0983414,0.0646295,0.603429,all,306,561375,942,187125,1808,561375,3698,187125,GammaExpo,25,-103.2744,0.3037,0,0.0000,0.0495,0,0,5e-04,0.0855,0.6103,0.3037,NA,NA,NA,NA,NA,7671.853137,0.458838,2.421348,0.052287,0.073065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00218,0.862148,0.761395,0.447415,0.496616,0.447126,0.349365,0.410674,0.298071,0.460181,0.124179,0.485605,0.442038,0.435896,0.223544,0.37469,0.535751,0.401688,0.357735,380,160,99,45,42,30,22,19,10,16,6,19,16,12,6,13,13,14,20,379.6606,164.4132,97.2939,43.1244,38.54,29.1276,19.6712,20.429,13.3296,18.7706,4.6795,17.1093,14.7382,13.9372,6.9671,11.6459,17.2378,14.4232,17.7803,145,55,26,10,7,7,3,7,7,8,0,3,3,6,3,2,9,4,1,145.3394,50.5868,27.7061,11.8756,10.46,7.8724,5.3288,5.571,3.6704,5.2294,1.3205,4.8907,4.2618,4.0628,2.0329,3.3541,4.7622,3.5768,3.2197,3698,3696.4518,1808,1809.5482,0.335586,0.460678,0.0546907,0.0750771,0.10828,0.0878939,0.11358,Exponential,0.001,10,5,5000,NA,NA,NA,NA,NA
702,3310,367,3318,561375,187125,0.0368696,0,0.0368696,0,all,702,561375,3310,187125,367,561375,3318,187125,GammaExpo,25,-122.2958,2e-04,0,0.0000,0,0,0,0.0034,0.8092,0.1872,2e-04,NA,NA,NA,NA,NA,11537.826764,0.352182,0.00162,0.00714,0.012993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005198,0.948695,1.099024,0.935906,0.859956,0.839446,0.920736,1.156878,0.929311,0.952219,0.848201,0.968212,0.929322,0.959506,0.88764,0.994567,0.727198,0.849873,0.826094,964,455,355,221,170,132,128,138,104,87,75,75,66,71,57,63,46,51,52,960.6931,456.0528,352.5149,225.3632,165.841,135.073,127.1712,140.0478,100.1971,92.6191,75.218,78.9887,70.3066,67.8176,59.0542,62.818,44.1298,50.6981,52.1806,301,105,66,44,23,24,18,22,10,18,10,14,13,5,9,7,3,5,5,304.3069,103.9472,68.4851,39.6368,27.159,20.927,18.8288,19.9522,13.8029,12.3809,9.782,10.0113,8.6934,8.1824,6.9458,7.182,4.8702,5.3019,4.8194,3318,3311.7401,367,373.2599,-0.91743,-0.415176,-0.0338253,-0.0153074,0.0706949,0.052177,0.0374924,Exponential,0,1,1,10000,NA,NA,NA,NA,NA
686,3262,349,3109,561375,187125,0.0374182,0,0.0374182,0,all,686,561375,3262,187125,349,561375,3109,187125,GammaExpo,25,-127.2368,0,0,0.0000,0,0,0,0.0025,0.2777,0.7197,0,NA,NA,NA,NA,NA,2501.981341,0.572678,0.002019,0.028681,0.006878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005262,0.893236,0.991288,0.882098,0.743713,0.85962,1.093943,0.959691,0.928153,0.861823,0.908954,0.678952,0.851614,0.714916,1.32647,1.109146,1.12287,0.964438,0.822688,976,446,319,218,145,144,156,112,102,82,71,51,64,49,88,66,68,56,49,978.1808,437.0501,323.4967,216.0076,145.7799,140.5087,153.3818,117.8427,101.4126,84.8547,81.4837,55.8994,64.8799,50.7399,88.2668,69.6621,67.121,55.6572,47.9102,310,83,62,33,23,17,19,22,13,14,21,12,9,8,11,12,7,6,4,307.8192,91.9499,57.5033,34.9924,22.2201,20.4913,21.6182,16.1573,13.5874,11.1453,10.5163,7.1006,8.1201,6.2601,10.7332,8.3379,7.879,6.3428,5.0898,3109,3091.7589,349,366.2411,-0.873421,-0.418551,-0.0326819,-0.0156615,0.0701001,0.0530797,0.0392648,Exponential,0,2,1,10000,NA,NA,NA,NA,NA
709,3480,344,3243,561375,187125,0.0353582,0,0.0353582,0,all,709,561375,3480,187125,344,561375,3243,187125,GammaExpo,25,-132.4811,2e-04,0,0.0000,0,0,0,0.0035,0.5938,0.4024,2e-04,NA,NA,NA,NA,NA,4352.313227,0.444988,0.370317,0.011583,0.015264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005738,0.869075,0.979584,0.812216,0.762103,1.132455,0.833963,0.915587,0.769784,0.830644,0.70306,1.053933,0.966371,0.851453,0.85636,0.992628,1.073176,0.667757,0.691471,1051,473,345,215,162,195,120,130,95,96,67,87,84,65,61,71,66,45,52,1058.1439,460.2195,346.1762,215.5173,161.9841,200.8796,127.0133,122.2546,91.5779,89.1837,68.8559,95.0177,80.8568,66.6275,63.1678,69.6599,72.6067,44.6944,49.8101,344,86,63,35,24,34,24,8,8,4,10,19,6,9,9,6,14,4,2,336.8561,98.7805,61.8238,34.4827,24.0159,28.1204,16.9867,15.7454,11.4221,10.8163,8.1441,10.9823,9.1432,7.3725,6.8322,7.3401,7.3933,4.3056,4.1899,3243,3239.9659,344,347.0341,-0.920682,-0.344695,-0.0325537,-0.0121878,0.0679119,0.047546,0.0356631,Exponential,0,3,1,10000,NA,NA,NA,NA,NA
726,3404,387,3306,561375,187125,0.03902,0,0.03902,0,all,726,561375,3404,187125,387,561375,3306,187125,GammaExpo,25,-123.9113,2e-04,0,0.0000,0,0,0,0.0031,0.5504,0.4463,2e-04,NA,NA,NA,NA,NA,5300.976436,0.430594,0.000395,0.02243,0.00079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005667,0.810843,0.92978,1.000867,0.869176,0.736108,0.909319,0.726505,0.857357,0.863927,0.751073,0.720885,1.04306,0.902255,1.018054,0.818396,0.798386,1.085649,0.870252,1055,445,323,252,188,136,139,94,99,92,71,62,85,67,76,56,50,66,48,1059.656,429.6273,328.4479,265.1852,184.2464,130.0422,137.7051,96.2773,101.006,91.6151,72.4196,63.7304,85.1432,68.4146,72.0867,54.3703,49.9865,64.3641,49.2623,344,81,68,59,26,14,19,16,16,12,11,10,11,10,5,5,6,6,7,339.344,96.3727,62.5521,45.8148,29.7536,19.9578,20.2949,13.7227,13.994,12.3849,9.5804,8.2696,10.8568,8.5854,8.9133,6.6297,6.0135,7.6359,5.7377,3306,3306.2234,387,386.7766,-0.82196,-0.35049,-0.0320729,-0.0136761,0.0710928,0.0526961,0.0389915,Exponential,0,4,1,10000,NA,NA,NA,NA,NA
686,3249,394,3176,561375,187125,0.0413518,0,0.0413518,0,all,686,561375,3249,187125,394,561375,3176,187125,GammaExpo,25,-125.0965,1e-04,0,0.0000,0,0,0,0.0027,0.5606,0.4366,1e-04,NA,NA,NA,NA,NA,10211.981082,0.387036,0.042825,0.01785,0.030952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004897,1.04718,0.96121,1.020909,1.084965,1.04911,0.851125,1.157122,1.016431,1.00278,0.889715,1.249291,1.111003,1.092337,0.987248,1.084834,0.874112,0.571306,0.591119,897,448,293,230,199,164,105,135,102,89,75,98,75,77,61,65,54,36,46,889.5715,466.6394,286.1471,228.4717,194.7586,157.4077,109.8379,131.1871,102.9178,91.8992,74.6348,96.8853,80.3988,74.4557,64.051,67.9066,53.9284,36.2897,44.397,273,126,50,40,29,19,22,16,16,16,10,12,16,7,11,11,6,4,2,280.4285,107.3606,56.8529,41.5283,33.2414,25.5923,17.1621,19.8129,15.0822,13.1008,10.3652,13.1147,10.6012,9.5443,7.949,8.0934,6.0716,3.7103,3.603,3176,3172.4157,394,397.5843,-0.701997,-0.215064,-0.0290288,-0.00889329,0.0703806,0.0502451,0.0417232,Exponential,0,5,1,10000,NA,NA,NA,NA,NA
714,3523,354,3133,561375,187125,0.0376636,0,0.0376636,0,all,714,561375,3523,187125,354,561375,3133,187125,GammaExpo,25,-130.2474,2e-04,0,0.0000,0,0,0,0.0032,0.7875,0.2091,2e-04,NA,NA,NA,NA,NA,18152.09491,0.336464,0.003595,0.007941,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00556,0.933334,0.915666,0.935965,0.907451,1.01632,0.968904,0.990795,1.027358,1.128074,0.907436,0.941129,0.999502,0.850768,0.861673,0.989274,0.833339,0.821547,0.573392,1038,489,321,244,194,169,147,118,113,124,82,86,82,66,58,62,54,48,28,1040.4127,485.5263,317.5568,243.4475,188.8247,176.232,144.0085,128.8545,118.764,117.3663,85.828,81.5968,79.9919,63.225,59.7664,64.3284,51.001,47.486,31.3981,310,102,56,41,25,34,18,29,22,9,15,6,8,5,9,10,3,5,7,307.5873,105.4737,59.4432,41.5525,30.1753,26.768,20.9915,18.1455,16.236,15.6337,11.172,10.4032,10.0081,7.775,7.2336,7.6716,5.999,5.514,3.6019,3133,3130.7884,354,356.2116,-0.793671,-0.339071,-0.0298925,-0.0127706,0.0675561,0.0504342,0.0378905,Exponential,0,6,1,10000,NA,NA,NA,NA,NA
703,3339,353,3174,561375,187125,0.037072,0,0.037072,0,all,703,561375,3339,187125,353,561375,3174,187125,GammaExpo,25,-124.9639,2e-04,0,0.0000,0,0,0,0.0031,0.7464,0.2502,2e-04,NA,NA,NA,NA,NA,15006.841529,0.349429,0.00201,0.009599,0.036803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005534,0.979574,0.916492,0.905666,0.939979,1.0555,0.77852,0.773519,0.984417,0.639074,0.886395,0.67746,1.052617,0.957221,0.884949,0.766293,0.572809,0.702243,0.495453,998,492,313,228,190,172,113,99,116,65,85,60,80,68,66,57,36,55,46,999.4908,490.629,306.7838,228.0043,189.9113,178.3476,113.2199,98.9034,112.5154,66.1823,84.1324,59.5405,86.4981,74.2814,65.5939,55.0743,40.887,52.2976,44.8941,310,109,53,40,31,34,17,14,12,10,10,7,17,15,7,4,9,2,2,308.5092,110.371,59.2162,39.9957,31.0887,27.6524,16.7801,14.0966,15.4846,8.8177,10.8676,7.4595,10.5019,8.7186,7.4061,5.9257,4.113,4.7024,3.1059,3174,3166.0227,353,360.9773,-0.893089,-0.381063,-0.0331086,-0.0141268,0.0701807,0.0511988,0.037903,Exponential,0,7,1,10000,NA,NA,NA,NA,NA
