dataset,pn,Lpn,ps,Lps,dn,Ldn,ds,Lds,model,#param,lnL,alpha,alpha_down,alpha_up,omegaA,omegaA_down,omegaA_up,prop_subst_sdel,prop_subst_wdel,prop_subst_wadv,prop_subst_sadv,Neutral:f0,Neutral:syno_orientation_error,GammaZero:negGmean,GammaZero:negGshape,GammaZero:syno_orientation_error,GammaExpo:negGmean,GammaExpo:negGshape,GammaExpo:posGmean,GammaExpo:pos_prop,GammaExpo:syno_orientation_error,GammaGamma:negGmean,GammaGamma:negGshape,GammaGamma:posGmean,GammaGamma:posGshape,GammaGamma:pos_prop,GammaGamma:syno_orientation_error,DisplGamma:negGmean,DisplGamma:negGshape,DisplGamma:s0,DisplGamma:syno_orientation_error,ScaledBeta:Ba,ScaledBeta:Bb,ScaledBeta:med_prop,ScaledBeta:syno_orientation_error,FGMBesselK:BKm,FGMBesselK:BKnsz2,FGMBesselK:BKsigma,FGMBesselK:BKscale,FGMBesselK:syno_orientation_error,theta,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,obs_specS1,obs_specS2,obs_specS3,obs_specS4,obs_specS5,obs_specS6,obs_specS7,obs_specS8,obs_specS9,obs_specS10,obs_specS11,obs_specS12,obs_specS13,obs_specS14,obs_specS15,obs_specS16,obs_specS17,obs_specS18,obs_specS19,exp_specS1,exp_specS2,exp_specS3,exp_specS4,exp_specS5,exp_specS6,exp_specS7,exp_specS8,exp_specS9,exp_specS10,exp_specS11,exp_specS12,exp_specS13,exp_specS14,exp_specS15,exp_specS16,exp_specS17,exp_specS18,exp_specS19,obs_specN1,obs_specN2,obs_specN3,obs_specN4,obs_specN5,obs_specN6,obs_specN7,obs_specN8,obs_specN9,obs_specN10,obs_specN11,obs_specN12,obs_specN13,obs_specN14,obs_specN15,obs_specN16,obs_specN17,obs_specN18,obs_specN19,exp_specN1,exp_specN2,exp_specN3,exp_specN4,exp_specN5,exp_specN6,exp_specN7,exp_specN8,exp_specN9,exp_specN10,exp_specN11,exp_specN12,exp_specN13,exp_specN14,exp_specN15,exp_specN16,exp_specN17,exp_specN18,exp_specN19,obs_dS,exp_dS,obs_dN,exp_dN
all,660.0000,561375.0000,2940.0000,187125.0000,772.0000,561375.0000,3136.0000,187125.0000,Neutral,22,-138.2789,0.0881,NA, NA,0.0072,NA,NA,NA,NA,NA,NA,0.065629,0.0080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,985.0000,379.0000,290.0000,189.0000,136.0000,108.0000,117.0000,97.0000,83.0000,61.0000,60.0000,58.0000,63.0000,46.0000,49.0000,41.0000,59.0000,30.0000,89.0000,1027.9854,368.6291,281.8929,181.5037,129.3013,104.4048,112.4359,89.1456,73.0833,60.2335,57.8242,54.6117,58.6273,45.7775,43.3681,37.7463,52.2024,31.3214,81.1145,295.0000,80.0000,61.0000,37.0000,25.0000,22.0000,23.0000,14.0000,8.0000,14.0000,12.0000,10.0000,10.0000,11.0000,5.0000,6.0000,6.0000,9.0000,12.0000,252.0146,90.3709,69.1071,44.4963,31.6987,25.5952,27.5641,21.8544,17.9167,14.7665,14.1758,13.3883,14.3727,11.2225,10.6319,9.2537,12.7976,7.6786,19.8855,3136.0000,3138.5679,772.0000,769.4321
all,660.0000,561375.0000,2940.0000,187125.0000,772.0000,561375.0000,3136.0000,187125.0000,GammaExpo,25,-120.9430,0.0995,0.0000,0.0000,0.0081,0.0000,0.0000,0.0010,0.1166,0.7830,0.0995,NA,NA,NA,NA,NA,4295.441729,0.549069,1.494428,0.034935,0.038327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005457,0.763176,0.890793,0.769269,0.685868,0.663652,0.831146,0.749562,0.687055,0.624332,0.653071,0.665069,0.762351,0.629350,0.623466,0.559476,0.780445,0.451841,0.982459,985.0000,379.0000,290.0000,189.0000,136.0000,108.0000,117.0000,97.0000,83.0000,61.0000,60.0000,58.0000,63.0000,46.0000,49.0000,41.0000,59.0000,30.0000,89.0000,984.0815,376.3869,293.6434,190.7413,136.4970,110.4754,119.1028,94.4555,77.4115,63.7543,61.1428,57.6797,61.8506,48.2507,45.6975,39.8129,55.2650,33.4932,89.2307,295.0000,80.0000,61.0000,37.0000,25.0000,22.0000,23.0000,14.0000,8.0000,14.0000,12.0000,10.0000,10.0000,11.0000,5.0000,6.0000,6.0000,9.0000,12.0000,295.9185,82.6131,57.3566,35.2587,24.5030,19.5246,20.8972,16.5445,13.5885,11.2457,10.8572,10.3203,11.1494,8.7493,8.3025,7.1871,9.7350,5.5068,11.7693,3136.0000,3137.8914,772.0000,770.1086
all,660.0000,561375.0000,2940.0000,187125.0000,772.0000,561375.0000,3136.0000,187125.0000,Saturated,40,-114.6881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,985.0000,379.0000,290.0000,189.0000,136.0000,108.0000,117.0000,97.0000,83.0000,61.0000,60.0000,58.0000,63.0000,46.0000,49.0000,41.0000,59.0000,30.0000,89.0000,985.0000,379.0000,290.0000,189.0000,136.0000,108.0000,117.0000,97.0000,83.0000,61.0000,60.0000,58.0000,63.0000,46.0000,49.0000,41.0000,59.0000,30.0000,89.0000,295.0000,80.0000,61.0000,37.0000,25.0000,22.0000,23.0000,14.0000,8.0000,14.0000,12.0000,10.0000,10.0000,11.0000,5.0000,6.0000,6.0000,9.0000,12.0000,295.0000,80.0000,61.0000,37.0000,25.0000,22.0000,23.0000,14.0000,8.0000,14.0000,12.0000,10.0000,10.0000,11.0000,5.0000,6.0000,6.0000,9.0000,12.0000,3136.0000,3136.0000,772.0000,772.0000
