dataset,pn,Lpn,ps,Lps,dn,Ldn,ds,Lds,model,#param,lnL,alpha,alpha_down,alpha_up,omegaA,omegaA_down,omegaA_up,prop_subst_sdel,prop_subst_wdel,prop_subst_wadv,prop_subst_sadv,Neutral:f0,Neutral:syno_orientation_error,GammaZero:negGmean,GammaZero:negGshape,GammaZero:syno_orientation_error,GammaExpo:negGmean,GammaExpo:negGshape,GammaExpo:posGmean,GammaExpo:pos_prop,GammaExpo:syno_orientation_error,GammaGamma:negGmean,GammaGamma:negGshape,GammaGamma:posGmean,GammaGamma:posGshape,GammaGamma:pos_prop,GammaGamma:syno_orientation_error,DisplGamma:negGmean,DisplGamma:negGshape,DisplGamma:s0,DisplGamma:syno_orientation_error,ScaledBeta:Ba,ScaledBeta:Bb,ScaledBeta:med_prop,ScaledBeta:syno_orientation_error,FGMBesselK:BKm,FGMBesselK:BKnsz2,FGMBesselK:BKsigma,FGMBesselK:BKscale,FGMBesselK:syno_orientation_error,theta,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,obs_specS1,obs_specS2,obs_specS3,obs_specS4,obs_specS5,obs_specS6,obs_specS7,obs_specS8,obs_specS9,obs_specS10,obs_specS11,obs_specS12,obs_specS13,obs_specS14,obs_specS15,obs_specS16,obs_specS17,obs_specS18,obs_specS19,exp_specS1,exp_specS2,exp_specS3,exp_specS4,exp_specS5,exp_specS6,exp_specS7,exp_specS8,exp_specS9,exp_specS10,exp_specS11,exp_specS12,exp_specS13,exp_specS14,exp_specS15,exp_specS16,exp_specS17,exp_specS18,exp_specS19,obs_specN1,obs_specN2,obs_specN3,obs_specN4,obs_specN5,obs_specN6,obs_specN7,obs_specN8,obs_specN9,obs_specN10,obs_specN11,obs_specN12,obs_specN13,obs_specN14,obs_specN15,obs_specN16,obs_specN17,obs_specN18,obs_specN19,exp_specN1,exp_specN2,exp_specN3,exp_specN4,exp_specN5,exp_specN6,exp_specN7,exp_specN8,exp_specN9,exp_specN10,exp_specN11,exp_specN12,exp_specN13,exp_specN14,exp_specN15,exp_specN16,exp_specN17,exp_specN18,exp_specN19,obs_dS,exp_dS,obs_dN,exp_dN
all,683.0000,561375.0000,3151.0000,187125.0000,388.0000,561375.0000,3139.0000,187125.0000,Neutral,22,-241.6789,-0.7536,NA, NA,-0.0311,NA,NA,NA,NA,NA,NA,0.037899,0.0100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925.0000,410.0000,290.0000,231.0000,150.0000,125.0000,128.0000,141.0000,116.0000,104.0000,70.0000,78.0000,59.0000,67.0000,44.0000,60.0000,66.0000,49.0000,38.0000,1097.2447,467.0824,311.9791,235.7569,151.5580,126.7415,128.5141,140.9224,111.6743,100.1524,71.7906,74.4496,58.4961,70.9043,44.3152,60.2687,62.9276,47.8604,35.4522,313.0000,117.0000,62.0000,35.0000,21.0000,18.0000,17.0000,18.0000,10.0000,9.0000,11.0000,6.0000,7.0000,13.0000,6.0000,8.0000,5.0000,5.0000,2.0000,140.7553,59.9176,40.0209,30.2431,19.4420,16.2585,16.4859,18.0776,14.3257,12.8476,9.2094,9.5504,7.5039,9.0957,5.6848,7.7313,8.0724,6.1396,4.5478,3139.0000,3125.9952,388.0000,401.0048
all,683.0000,561375.0000,3151.0000,187125.0000,388.0000,561375.0000,3139.0000,187125.0000,GammaExpo,25,-121.0877,0.1135,0.0000,0.0000,0.0047,0.0000,0.0000,0.0036,0.6427,0.2401,0.1135,NA,NA,NA,NA,NA,3520.334988,0.427828,2.369507,0.005165,0.036218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005051,0.932509,0.965303,0.988327,0.801358,0.808266,0.958541,1.201818,1.070060,1.063083,0.834149,0.936988,0.789627,1.016451,0.667223,0.939520,0.993233,0.730896,0.454219,925.0000,410.0000,290.0000,231.0000,150.0000,125.0000,128.0000,141.0000,116.0000,104.0000,70.0000,78.0000,59.0000,67.0000,44.0000,60.0000,66.0000,49.0000,38.0000,912.7625,426.5129,295.0614,227.1964,147.8300,124.6929,127.2661,140.2797,111.6394,100.4820,72.2526,75.1395,59.1939,71.9385,45.0892,61.5323,64.5573,49.5004,37.3272,313.0000,117.0000,62.0000,35.0000,21.0000,18.0000,17.0000,18.0000,10.0000,9.0000,11.0000,6.0000,7.0000,13.0000,6.0000,8.0000,5.0000,5.0000,2.0000,325.2375,100.4871,56.9386,38.8036,23.1700,18.3071,17.7339,18.7203,14.3606,12.5180,8.7474,8.8605,6.8061,8.0615,4.9108,6.4677,6.4427,4.4996,2.6728,3139.0000,3137.9806,388.0000,389.0194
all,683.0000,561375.0000,3151.0000,187125.0000,388.0000,561375.0000,3139.0000,187125.0000,Saturated,40,-114.1184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925.0000,410.0000,290.0000,231.0000,150.0000,125.0000,128.0000,141.0000,116.0000,104.0000,70.0000,78.0000,59.0000,67.0000,44.0000,60.0000,66.0000,49.0000,38.0000,925.0000,410.0000,290.0000,231.0000,150.0000,125.0000,128.0000,141.0000,116.0000,104.0000,70.0000,78.0000,59.0000,67.0000,44.0000,60.0000,66.0000,49.0000,38.0000,313.0000,117.0000,62.0000,35.0000,21.0000,18.0000,17.0000,18.0000,10.0000,9.0000,11.0000,6.0000,7.0000,13.0000,6.0000,8.0000,5.0000,5.0000,2.0000,313.0000,117.0000,62.0000,35.0000,21.0000,18.0000,17.0000,18.0000,10.0000,9.0000,11.0000,6.0000,7.0000,13.0000,6.0000,8.0000,5.0000,5.0000,2.0000,3139.0000,3139.0000,388.0000,388.0000
