dataset,pn,Lpn,ps,Lps,dn,Ldn,ds,Lds,model,#param,lnL,alpha,alpha_down,alpha_up,omegaA,omegaA_down,omegaA_up,prop_subst_sdel,prop_subst_wdel,prop_subst_wadv,prop_subst_sadv,Neutral:f0,Neutral:syno_orientation_error,GammaZero:negGmean,GammaZero:negGshape,GammaZero:syno_orientation_error,GammaExpo:negGmean,GammaExpo:negGshape,GammaExpo:posGmean,GammaExpo:pos_prop,GammaExpo:syno_orientation_error,GammaGamma:negGmean,GammaGamma:negGshape,GammaGamma:posGmean,GammaGamma:posGshape,GammaGamma:pos_prop,GammaGamma:syno_orientation_error,DisplGamma:negGmean,DisplGamma:negGshape,DisplGamma:s0,DisplGamma:syno_orientation_error,ScaledBeta:Ba,ScaledBeta:Bb,ScaledBeta:med_prop,ScaledBeta:syno_orientation_error,FGMBesselK:BKm,FGMBesselK:BKnsz2,FGMBesselK:BKsigma,FGMBesselK:BKscale,FGMBesselK:syno_orientation_error,theta,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,obs_specS1,obs_specS2,obs_specS3,obs_specS4,obs_specS5,obs_specS6,obs_specS7,obs_specS8,obs_specS9,obs_specS10,obs_specS11,obs_specS12,obs_specS13,obs_specS14,obs_specS15,obs_specS16,obs_specS17,obs_specS18,obs_specS19,exp_specS1,exp_specS2,exp_specS3,exp_specS4,exp_specS5,exp_specS6,exp_specS7,exp_specS8,exp_specS9,exp_specS10,exp_specS11,exp_specS12,exp_specS13,exp_specS14,exp_specS15,exp_specS16,exp_specS17,exp_specS18,exp_specS19,obs_specN1,obs_specN2,obs_specN3,obs_specN4,obs_specN5,obs_specN6,obs_specN7,obs_specN8,obs_specN9,obs_specN10,obs_specN11,obs_specN12,obs_specN13,obs_specN14,obs_specN15,obs_specN16,obs_specN17,obs_specN18,obs_specN19,exp_specN1,exp_specN2,exp_specN3,exp_specN4,exp_specN5,exp_specN6,exp_specN7,exp_specN8,exp_specN9,exp_specN10,exp_specN11,exp_specN12,exp_specN13,exp_specN14,exp_specN15,exp_specN16,exp_specN17,exp_specN18,exp_specN19,obs_dS,exp_dS,obs_dN,exp_dN
all,706.0000,561375.0000,3237.0000,187125.0000,371.0000,561375.0000,3202.0000,187125.0000,Neutral,22,-253.0500,-0.8824,NA, NA,-0.0341,NA,NA,NA,NA,NA,NA,0.035988,0.0080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009.0000,457.0000,285.0000,214.0000,172.0000,148.0000,128.0000,97.0000,95.0000,96.0000,72.0000,73.0000,55.0000,54.0000,59.0000,50.0000,52.0000,55.0000,66.0000,1195.3292,479.9158,313.9969,234.6057,175.7312,144.5100,125.7772,100.8002,100.8002,97.2320,69.5789,70.4709,53.5222,62.4426,57.9824,56.1983,56.1983,57.9824,64.2266,331.0000,81.0000,67.0000,49.0000,25.0000,14.0000,13.0000,16.0000,18.0000,13.0000,6.0000,6.0000,5.0000,16.0000,6.0000,13.0000,11.0000,10.0000,6.0000,144.6708,58.0842,38.0031,28.3943,21.2688,17.4900,15.2228,12.1998,12.1998,11.7680,8.4211,8.5291,6.4778,7.5574,7.0176,6.8017,6.8017,7.0176,7.7734,3202.0000,3187.2473,371.0000,385.7527
all,706.0000,561375.0000,3237.0000,187125.0000,371.0000,561375.0000,3202.0000,187125.0000,GammaExpo,25,-133.9969,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0027,0.3207,0.6766,0.0001,NA,NA,NA,NA,NA,2526.465608,0.549010,0.001142,0.027971,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005402,0.873728,0.882297,0.891558,0.842153,0.836128,0.852906,0.783971,0.884519,0.950293,0.749560,0.829650,0.683681,0.860164,0.856828,0.886810,0.943186,1.031320,1.206874,1009.0000,457.0000,285.0000,214.0000,172.0000,148.0000,128.0000,97.0000,95.0000,96.0000,72.0000,73.0000,55.0000,54.0000,59.0000,50.0000,52.0000,55.0000,66.0000,1010.9271,441.6377,297.3126,225.3251,170.2710,140.8774,123.1751,99.0672,99.3538,96.0677,68.8864,69.8930,53.1655,62.1117,57.7460,56.0313,56.0878,57.9217,64.2138,331.0000,81.0000,67.0000,49.0000,25.0000,14.0000,13.0000,16.0000,18.0000,13.0000,6.0000,6.0000,5.0000,16.0000,6.0000,13.0000,11.0000,10.0000,6.0000,329.0729,96.3623,54.6874,37.6749,26.7290,21.1226,17.8249,13.9328,13.6462,12.9323,9.1136,9.1070,6.8345,7.8883,7.2540,6.9687,6.9122,7.0783,7.7862,3202.0000,3189.5379,371.0000,383.4621
all,706.0000,561375.0000,3237.0000,187125.0000,371.0000,561375.0000,3202.0000,187125.0000,Saturated,40,-115.5101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009.0000,457.0000,285.0000,214.0000,172.0000,148.0000,128.0000,97.0000,95.0000,96.0000,72.0000,73.0000,55.0000,54.0000,59.0000,50.0000,52.0000,55.0000,66.0000,1009.0000,457.0000,285.0000,214.0000,172.0000,148.0000,128.0000,97.0000,95.0000,96.0000,72.0000,73.0000,55.0000,54.0000,59.0000,50.0000,52.0000,55.0000,66.0000,331.0000,81.0000,67.0000,49.0000,25.0000,14.0000,13.0000,16.0000,18.0000,13.0000,6.0000,6.0000,5.0000,16.0000,6.0000,13.0000,11.0000,10.0000,6.0000,331.0000,81.0000,67.0000,49.0000,25.0000,14.0000,13.0000,16.0000,18.0000,13.0000,6.0000,6.0000,5.0000,16.0000,6.0000,13.0000,11.0000,10.0000,6.0000,3202.0000,3202.0000,371.0000,371.0000
