dataset,pn,Lpn,ps,Lps,dn,Ldn,ds,Lds,model,#param,lnL,alpha,alpha_down,alpha_up,omegaA,omegaA_down,omegaA_up,prop_subst_sdel,prop_subst_wdel,prop_subst_wadv,prop_subst_sadv,Neutral:f0,Neutral:syno_orientation_error,GammaZero:negGmean,GammaZero:negGshape,GammaZero:syno_orientation_error,GammaExpo:negGmean,GammaExpo:negGshape,GammaExpo:posGmean,GammaExpo:pos_prop,GammaExpo:syno_orientation_error,GammaGamma:negGmean,GammaGamma:negGshape,GammaGamma:posGmean,GammaGamma:posGshape,GammaGamma:pos_prop,GammaGamma:syno_orientation_error,DisplGamma:negGmean,DisplGamma:negGshape,DisplGamma:s0,DisplGamma:syno_orientation_error,ScaledBeta:Ba,ScaledBeta:Bb,ScaledBeta:med_prop,ScaledBeta:syno_orientation_error,FGMBesselK:BKm,FGMBesselK:BKnsz2,FGMBesselK:BKsigma,FGMBesselK:BKscale,FGMBesselK:syno_orientation_error,theta,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,obs_specS1,obs_specS2,obs_specS3,obs_specS4,obs_specS5,obs_specS6,obs_specS7,obs_specS8,obs_specS9,obs_specS10,obs_specS11,obs_specS12,obs_specS13,obs_specS14,obs_specS15,obs_specS16,obs_specS17,obs_specS18,obs_specS19,exp_specS1,exp_specS2,exp_specS3,exp_specS4,exp_specS5,exp_specS6,exp_specS7,exp_specS8,exp_specS9,exp_specS10,exp_specS11,exp_specS12,exp_specS13,exp_specS14,exp_specS15,exp_specS16,exp_specS17,exp_specS18,exp_specS19,obs_specN1,obs_specN2,obs_specN3,obs_specN4,obs_specN5,obs_specN6,obs_specN7,obs_specN8,obs_specN9,obs_specN10,obs_specN11,obs_specN12,obs_specN13,obs_specN14,obs_specN15,obs_specN16,obs_specN17,obs_specN18,obs_specN19,exp_specN1,exp_specN2,exp_specN3,exp_specN4,exp_specN5,exp_specN6,exp_specN7,exp_specN8,exp_specN9,exp_specN10,exp_specN11,exp_specN12,exp_specN13,exp_specN14,exp_specN15,exp_specN16,exp_specN17,exp_specN18,exp_specN19,obs_dS,exp_dS,obs_dN,exp_dN
all,363.0000,561375.0000,1157.0000,187125.0000,2549.0000,561375.0000,3656.0000,187125.0000,Neutral,22,-207.2492,0.5500,NA, NA,0.1278,NA,NA,NA,NA,NA,NA,0.136203,0.0000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.0000,189.0000,95.0000,47.0000,47.0000,31.0000,24.0000,28.0000,20.0000,23.0000,18.0000,20.0000,10.0000,15.0000,3.0000,10.0000,17.0000,11.0000,11.0000,442.3607,137.7942,69.1928,32.5265,33.1179,23.6557,18.9245,20.6987,13.6020,15.9676,13.0106,13.6020,8.8709,10.6450,4.1397,8.8709,12.4192,10.0537,9.4623,210.0000,44.0000,22.0000,8.0000,9.0000,9.0000,8.0000,7.0000,3.0000,4.0000,4.0000,3.0000,5.0000,3.0000,4.0000,5.0000,4.0000,6.0000,5.0000,305.6393,95.2058,47.8072,22.4735,22.8821,16.3443,13.0755,14.3013,9.3980,11.0324,8.9894,9.3980,6.1291,7.3550,2.8603,6.1291,8.5808,6.9463,6.5377,3656.0000,3669.5834,2549.0000,2535.4166
all,363.0000,561375.0000,1157.0000,187125.0000,2549.0000,561375.0000,3656.0000,187125.0000,GammaExpo,25,-101.1368,0.7686,0.0000,0.0000,0.1786,0.0000,0.0000,0.0006,0.0861,0.1447,0.7686,NA,NA,NA,NA,NA,2793.423500,0.477283,7.671841,0.026886,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002896,0.677901,0.525172,0.333348,0.426896,0.366880,0.342517,0.427480,0.315031,0.408977,0.364247,0.412051,0.288148,0.367617,0.150722,0.337548,0.489141,0.405147,0.384647,538.0000,189.0000,95.0000,47.0000,47.0000,31.0000,24.0000,28.0000,20.0000,23.0000,18.0000,20.0000,10.0000,15.0000,3.0000,10.0000,17.0000,11.0000,11.0000,541.9164,183.6829,94.8665,45.1617,46.2684,33.1364,26.5165,28.9573,18.9689,22.1631,17.9447,18.6081,12.0117,14.2298,5.4453,11.4327,15.5926,12.1975,10.9709,210.0000,44.0000,22.0000,8.0000,9.0000,9.0000,8.0000,7.0000,3.0000,4.0000,4.0000,3.0000,5.0000,3.0000,4.0000,5.0000,4.0000,6.0000,5.0000,206.0836,49.3171,22.1335,9.8383,9.7316,6.8636,5.4835,6.0427,4.0311,4.8369,4.0553,4.3919,2.9883,3.7702,1.5547,3.5673,5.4074,4.8025,5.0291,3656.0000,3655.8755,2549.0000,2549.1245
all,363.0000,561375.0000,1157.0000,187125.0000,2549.0000,561375.0000,3656.0000,187125.0000,Saturated,40,-95.1538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.0000,189.0000,95.0000,47.0000,47.0000,31.0000,24.0000,28.0000,20.0000,23.0000,18.0000,20.0000,10.0000,15.0000,3.0000,10.0000,17.0000,11.0000,11.0000,538.0000,189.0000,95.0000,47.0000,47.0000,31.0000,24.0000,28.0000,20.0000,23.0000,18.0000,20.0000,10.0000,15.0000,3.0000,10.0000,17.0000,11.0000,11.0000,210.0000,44.0000,22.0000,8.0000,9.0000,9.0000,8.0000,7.0000,3.0000,4.0000,4.0000,3.0000,5.0000,3.0000,4.0000,5.0000,4.0000,6.0000,5.0000,210.0000,44.0000,22.0000,8.0000,9.0000,9.0000,8.0000,7.0000,3.0000,4.0000,4.0000,3.0000,5.0000,3.0000,4.0000,5.0000,4.0000,6.0000,5.0000,3656.0000,3656.0000,2549.0000,2549.0000
